career,experience,hoursPerDay,skills,target
Cybersecurity Analyst,Advanced,5,"MongoDB,PostgreSQL,SQL",Cybersecurity Analyst
Cybersecurity Analyst,Advanced,5,"Vue,Sketch,APIs",Cybersecurity Analyst
Cybersecurity Analyst,Advanced,5,"Python,NoSQL,SQL",Cybersecurity Analyst
Cybersecurity Analyst,Advanced,5,"HTML,Express,AWS",Cybersecurity Analyst
Cybersecurity Analyst,Advanced,5,"Node.js,Sketch,Kotlin",Cybersecurity Analyst
DevOps Engineer,Beginner,1,"SQL,Sketch,Security",DevOps Engineer
DevOps Engineer,Beginner,1,"TensorFlow,Figma,NoSQL",DevOps Engineer
DevOps Engineer,Beginner,1,"Sketch,Kotlin,Vue",DevOps Engineer
DevOps Engineer,Beginner,1,"JavaScript,Python,Microservices",DevOps Engineer
DevOps Engineer,Beginner,1,"Scikit-Learn,GCP,NumPy",DevOps Engineer
DevOps Engineer,Beginner,1,"Python,Node.js,PostgreSQL",DevOps Engineer
DevOps Engineer,Beginner,1,"HTML,Docker,CI/CD",DevOps Engineer
DevOps Engineer,Beginner,1,"Express,SQL,CI/CD",DevOps Engineer
DevOps Engineer,Beginner,1,"Express,React,HTML",DevOps Engineer
DevOps Engineer,Beginner,1,"JavaScript,GCP,Express",DevOps Engineer
DevOps Engineer,Beginner,2,"React,Sketch,HTML",DevOps Engineer
DevOps Engineer,Beginner,2,"Python,Express,AWS",DevOps Engineer
DevOps Engineer,Beginner,2,"Linux,Microservices,AWS",DevOps Engineer
DevOps Engineer,Beginner,2,"NoSQL,Vue,TensorFlow",DevOps Engineer
DevOps Engineer,Beginner,2,"React,CSS,Express",DevOps Engineer
DevOps Engineer,Beginner,2,"CI/CD,Pandas,Microservices",DevOps Engineer
DevOps Engineer,Beginner,2,"NumPy,Git,Swift",DevOps Engineer
DevOps Engineer,Beginner,2,"Swift,Microservices,PyTorch",DevOps Engineer
DevOps Engineer,Beginner,2,"NumPy,Vue,Git",DevOps Engineer
DevOps Engineer,Beginner,2,"React,Docker,Angular",DevOps Engineer
DevOps Engineer,Beginner,3,"PostgreSQL,Python,MongoDB",DevOps Engineer
DevOps Engineer,Beginner,3,"Linux,TensorFlow,SQL",DevOps Engineer
DevOps Engineer,Beginner,3,"SQL,Vue,CI/CD",DevOps Engineer
DevOps Engineer,Beginner,3,"Scikit-Learn,JavaScript,Microservices",DevOps Engineer
DevOps Engineer,Beginner,3,"Linux,Git,Python",DevOps Engineer
DevOps Engineer,Beginner,3,"PostgreSQL,Express,Python",DevOps Engineer
DevOps Engineer,Beginner,3,"Swift,Vue,Security",DevOps Engineer
DevOps Engineer,Beginner,3,"SQL,Microservices,Python",DevOps Engineer
DevOps Engineer,Beginner,3,"Pandas,Scikit-Learn,Sketch",DevOps Engineer
DevOps Engineer,Beginner,3,"CI/CD,Security,AWS",DevOps Engineer
DevOps Engineer,Beginner,4,"Linux,Pandas,JavaScript",DevOps Engineer
DevOps Engineer,Beginner,4,"Swift,Scikit-Learn,Angular",DevOps Engineer
DevOps Engineer,Beginner,4,"NumPy,Microservices,SQL",DevOps Engineer
DevOps Engineer,Beginner,4,"Vue,NumPy,Microservices",DevOps Engineer
DevOps Engineer,Beginner,4,"PyTorch,Figma,NoSQL",DevOps Engineer
DevOps Engineer,Beginner,4,"Git,Pandas,Express",DevOps Engineer
DevOps Engineer,Beginner,4,"Sketch,CSS,Python",DevOps Engineer
DevOps Engineer,Beginner,4,"MongoDB,GCP,SQL",DevOps Engineer
DevOps Engineer,Beginner,4,"SQL,GCP,Python",DevOps Engineer
DevOps Engineer,Beginner,4,"Express,Git,JavaScript",DevOps Engineer
DevOps Engineer,Beginner,5,"Sketch,Azure,Kotlin",DevOps Engineer
DevOps Engineer,Beginner,5,"Swift,Kubernetes,Python",DevOps Engineer
DevOps Engineer,Beginner,5,"MongoDB,SQL,Angular",DevOps Engineer
DevOps Engineer,Beginner,5,"CSS,Azure,Linux",DevOps Engineer
DevOps Engineer,Beginner,5,"JavaScript,CSS,Express",DevOps Engineer
DevOps Engineer,Beginner,5,"PostgreSQL,Security,Pandas",DevOps Engineer
DevOps Engineer,Beginner,5,"CSS,APIs,HTML",DevOps Engineer
DevOps Engineer,Beginner,5,"CSS,Pandas,GCP",DevOps Engineer
DevOps Engineer,Beginner,5,"TensorFlow,PyTorch,Kotlin",DevOps Engineer
DevOps Engineer,Beginner,5,"NoSQL,Express,React",DevOps Engineer
DevOps Engineer,Intermediate,1,"Docker,PostgreSQL,React",DevOps Engineer
DevOps Engineer,Intermediate,1,"React,AWS,NoSQL",DevOps Engineer
DevOps Engineer,Intermediate,1,"Git,Sketch,AWS",DevOps Engineer
DevOps Engineer,Intermediate,1,"Pandas,Azure,NumPy",DevOps Engineer
DevOps Engineer,Intermediate,1,"TensorFlow,GCP,Swift",DevOps Engineer
DevOps Engineer,Intermediate,1,"MongoDB,AWS,Linux",DevOps Engineer
DevOps Engineer,Intermediate,1,"TensorFlow,APIs,Node.js",DevOps Engineer
DevOps Engineer,Intermediate,1,"JavaScript,Microservices,Linux",DevOps Engineer
DevOps Engineer,Intermediate,1,"AWS,Vue,GCP",DevOps Engineer
DevOps Engineer,Intermediate,1,"Docker,Git,Node.js",DevOps Engineer
DevOps Engineer,Intermediate,2,"PyTorch,Angular,APIs",DevOps Engineer
DevOps Engineer,Intermediate,2,"Microservices,JavaScript,TensorFlow",DevOps Engineer
DevOps Engineer,Intermediate,2,"Security,Linux,React",DevOps Engineer
DevOps Engineer,Intermediate,2,"Microservices,Pandas,Swift",DevOps Engineer
DevOps Engineer,Intermediate,2,"Git,Angular,GCP",DevOps Engineer
DevOps Engineer,Intermediate,2,"PyTorch,Docker,Kubernetes",DevOps Engineer
DevOps Engineer,Intermediate,2,"Azure,React,CI/CD",DevOps Engineer
DevOps Engineer,Intermediate,2,"Microservices,HTML,CSS",DevOps Engineer
DevOps Engineer,Intermediate,2,"NoSQL,PyTorch,CI/CD",DevOps Engineer
DevOps Engineer,Intermediate,2,"Kubernetes,Sketch,React",DevOps Engineer
DevOps Engineer,Intermediate,3,"PostgreSQL,HTML,Microservices",DevOps Engineer
DevOps Engineer,Intermediate,3,"Angular,PyTorch,Security",DevOps Engineer
DevOps Engineer,Intermediate,3,"Express,Linux,NumPy",DevOps Engineer
DevOps Engineer,Intermediate,3,"Kubernetes,Pandas,Express",DevOps Engineer
DevOps Engineer,Intermediate,3,"Figma,MongoDB,NumPy",DevOps Engineer
DevOps Engineer,Intermediate,3,"Security,Linux,Python",DevOps Engineer
DevOps Engineer,Intermediate,3,"PyTorch,Scikit-Learn,React",DevOps Engineer
DevOps Engineer,Intermediate,3,"CSS,Azure,Sketch",DevOps Engineer
DevOps Engineer,Intermediate,3,"Git,Pandas,React",DevOps Engineer
DevOps Engineer,Intermediate,3,"Security,PostgreSQL,GCP",DevOps Engineer
DevOps Engineer,Intermediate,4,"Node.js,TensorFlow,Security",DevOps Engineer
DevOps Engineer,Intermediate,4,"NoSQL,NumPy,Swift",DevOps Engineer
DevOps Engineer,Intermediate,4,"Pandas,Vue,APIs",DevOps Engineer
DevOps Engineer,Intermediate,4,"GCP,Angular,AWS",DevOps Engineer
DevOps Engineer,Intermediate,4,"Express,Figma,Pandas",DevOps Engineer
DevOps Engineer,Intermediate,4,"MongoDB,PyTorch,Express",DevOps Engineer
DevOps Engineer,Intermediate,4,"NoSQL,Figma,PostgreSQL",DevOps Engineer
DevOps Engineer,Intermediate,4,"TensorFlow,Security,Vue",DevOps Engineer
DevOps Engineer,Intermediate,4,"Python,MongoDB,AWS",DevOps Engineer
DevOps Engineer,Intermediate,4,"SQL,Sketch,CI/CD",DevOps Engineer
DevOps Engineer,Intermediate,5,"Kubernetes,MongoDB,NumPy",DevOps Engineer
DevOps Engineer,Intermediate,5,"Kubernetes,Security,CI/CD",DevOps Engineer
DevOps Engineer,Intermediate,5,"Python,Node.js,GCP",DevOps Engineer
DevOps Engineer,Intermediate,5,"AWS,GCP,Pandas",DevOps Engineer
DevOps Engineer,Intermediate,5,"React,Python,HTML",DevOps Engineer
DevOps Engineer,Intermediate,5,"Angular,JavaScript,Kotlin",DevOps Engineer
DevOps Engineer,Intermediate,5,"PyTorch,PostgreSQL,GCP",DevOps Engineer
DevOps Engineer,Intermediate,5,"Azure,PyTorch,SQL",DevOps Engineer
DevOps Engineer,Intermediate,5,"TensorFlow,Scikit-Learn,Kubernetes",DevOps Engineer
DevOps Engineer,Intermediate,5,"GCP,Scikit-Learn,Linux",DevOps Engineer
DevOps Engineer,Advanced,1,"Azure,GCP,Swift",DevOps Engineer
DevOps Engineer,Advanced,1,"AWS,Swift,Sketch",DevOps Engineer
DevOps Engineer,Advanced,1,"CSS,Docker,Azure",DevOps Engineer
DevOps Engineer,Advanced,1,"Figma,Swift,APIs",DevOps Engineer
DevOps Engineer,Advanced,1,"Scikit-Learn,CI/CD,Microservices",DevOps Engineer
DevOps Engineer,Advanced,1,"HTML,Scikit-Learn,Microservices",DevOps Engineer
DevOps Engineer,Advanced,1,"APIs,Kubernetes,NoSQL",DevOps Engineer
DevOps Engineer,Advanced,1,"PyTorch,JavaScript,Angular",DevOps Engineer
DevOps Engineer,Advanced,1,"Angular,Sketch,CI/CD",DevOps Engineer
DevOps Engineer,Advanced,1,"Docker,Vue,GCP",DevOps Engineer
DevOps Engineer,Advanced,2,"Security,Git,CI/CD",DevOps Engineer
DevOps Engineer,Advanced,2,"Figma,CSS,SQL",DevOps Engineer
DevOps Engineer,Advanced,2,"NumPy,Git,Kotlin",DevOps Engineer
DevOps Engineer,Advanced,2,"Figma,PostgreSQL,Swift",DevOps Engineer
DevOps Engineer,Advanced,2,"Scikit-Learn,Node.js,Microservices",DevOps Engineer
DevOps Engineer,Advanced,2,"Linux,Angular,Azure",DevOps Engineer
DevOps Engineer,Advanced,2,"HTML,React,JavaScript",DevOps Engineer
DevOps Engineer,Advanced,2,"Pandas,Scikit-Learn,GCP",DevOps Engineer
DevOps Engineer,Advanced,2,"APIs,JavaScript,Scikit-Learn",DevOps Engineer
DevOps Engineer,Advanced,2,"Docker,Sketch,Swift",DevOps Engineer
DevOps Engineer,Advanced,3,"Swift,HTML,GCP",DevOps Engineer
DevOps Engineer,Advanced,3,"Azure,CSS,Swift",DevOps Engineer
DevOps Engineer,Advanced,3,"Kubernetes,PostgreSQL,Azure",DevOps Engineer
DevOps Engineer,Advanced,3,"TensorFlow,Microservices,JavaScript",DevOps Engineer
DevOps Engineer,Advanced,3,"React,Docker,MongoDB",DevOps Engineer
DevOps Engineer,Advanced,3,"Kotlin,Angular,Figma",DevOps Engineer
DevOps Engineer,Advanced,3,"Angular,Sketch,Kubernetes",DevOps Engineer
DevOps Engineer,Advanced,3,"AWS,GCP,Azure",DevOps Engineer
DevOps Engineer,Advanced,3,"JavaScript,TensorFlow,AWS",DevOps Engineer
DevOps Engineer,Advanced,3,"Swift,Docker,Figma",DevOps Engineer
DevOps Engineer,Advanced,4,"Figma,JavaScript,TensorFlow",DevOps Engineer
DevOps Engineer,Advanced,4,"Swift,Git,Kubernetes",DevOps Engineer
DevOps Engineer,Advanced,4,"Vue,NumPy,AWS",DevOps Engineer
DevOps Engineer,Advanced,4,"MongoDB,CSS,GCP",DevOps Engineer
DevOps Engineer,Advanced,4,"HTML,PyTorch,Security",DevOps Engineer
DevOps Engineer,Advanced,4,"Sketch,SQL,Docker",DevOps Engineer
DevOps Engineer,Advanced,4,"Figma,Security,TensorFlow",DevOps Engineer
DevOps Engineer,Advanced,4,"Git,MongoDB,NoSQL",DevOps Engineer
DevOps Engineer,Advanced,4,"Kubernetes,Pandas,Sketch",DevOps Engineer
DevOps Engineer,Advanced,4,"Kubernetes,Linux,MongoDB",DevOps Engineer
DevOps Engineer,Advanced,5,"PostgreSQL,Sketch,Kotlin",DevOps Engineer
DevOps Engineer,Advanced,5,"Kotlin,Microservices,GCP",DevOps Engineer
DevOps Engineer,Advanced,5,"Python,PyTorch,AWS",DevOps Engineer
DevOps Engineer,Advanced,5,"HTML,SQL,Figma",DevOps Engineer
DevOps Engineer,Advanced,5,"Linux,Kubernetes,NoSQL",DevOps Engineer
DevOps Engineer,Advanced,5,"GCP,Azure,NumPy",DevOps Engineer
DevOps Engineer,Advanced,5,"JavaScript,Express,NumPy",DevOps Engineer
DevOps Engineer,Advanced,5,"NoSQL,Scikit-Learn,SQL",DevOps Engineer
DevOps Engineer,Advanced,5,"CI/CD,Security,NoSQL",DevOps Engineer
DevOps Engineer,Advanced,5,"AWS,SQL,PostgreSQL",DevOps Engineer
Cloud Engineer,Beginner,1,"Azure,TensorFlow,Express",Cloud Engineer
Cloud Engineer,Beginner,1,"Vue,React,Angular",Cloud Engineer
Cloud Engineer,Beginner,1,"GCP,React,NoSQL",Cloud Engineer
Cloud Engineer,Beginner,1,"CI/CD,Microservices,MongoDB",Cloud Engineer
Cloud Engineer,Beginner,1,"Python,Linux,Swift",Cloud Engineer
Cloud Engineer,Beginner,1,"Kubernetes,React,Scikit-Learn",Cloud Engineer
Cloud Engineer,Beginner,1,"Python,Kotlin,JavaScript",Cloud Engineer
Cloud Engineer,Beginner,1,"Azure,Docker,Security",Cloud Engineer
Cloud Engineer,Beginner,1,"Pandas,Sketch,Linux",Cloud Engineer
Cloud Engineer,Beginner,1,"CSS,SQL,Scikit-Learn",Cloud Engineer
Cloud Engineer,Beginner,2,"NumPy,Azure,Express",Cloud Engineer
Cloud Engineer,Beginner,2,"NoSQL,Pandas,Kubernetes",Cloud Engineer
Cloud Engineer,Beginner,2,"Express,Python,AWS",Cloud Engineer
Cloud Engineer,Beginner,2,"Docker,Microservices,Security",Cloud Engineer
Cloud Engineer,Beginner,2,"Docker,NumPy,Swift",Cloud Engineer
Cloud Engineer,Beginner,2,"JavaScript,Security,React",Cloud Engineer
Cloud Engineer,Beginner,2,"Node.js,Scikit-Learn,NumPy",Cloud Engineer
Cloud Engineer,Beginner,2,"AWS,Microservices,Express",Cloud Engineer
Cloud Engineer,Beginner,2,"Figma,PostgreSQL,Security",Cloud Engineer
Cloud Engineer,Beginner,2,"Kotlin,Git,Microservices",Cloud Engineer
Cloud Engineer,Beginner,3,"CI/CD,Swift,Python",Cloud Engineer
Cloud Engineer,Beginner,3,"CSS,Scikit-Learn,Git",Cloud Engineer
Cloud Engineer,Beginner,3,"Pandas,PyTorch,Scikit-Learn",Cloud Engineer
Cloud Engineer,Beginner,3,"APIs,Git,Kubernetes",Cloud Engineer
Cloud Engineer,Beginner,3,"Figma,SQL,MongoDB",Cloud Engineer
Cloud Engineer,Beginner,3,"HTML,Linux,CI/CD",Cloud Engineer
Cloud Engineer,Beginner,3,"TensorFlow,Docker,Kubernetes",Cloud Engineer
Cloud Engineer,Beginner,3,"Azure,React,SQL",Cloud Engineer
Cloud Engineer,Beginner,3,"NoSQL,JavaScript,Kubernetes",Cloud Engineer
Cloud Engineer,Beginner,3,"Express,PostgreSQL,Python",Cloud Engineer
Cloud Engineer,Beginner,4,"NoSQL,Azure,MongoDB",Cloud Engineer
Cloud Engineer,Beginner,4,"React,Git,PyTorch",Cloud Engineer
Cloud Engineer,Beginner,4,"Pandas,SQL,HTML",Cloud Engineer
Cloud Engineer,Beginner,4,"Azure,Vue,Linux",Cloud Engineer
Cloud Engineer,Beginner,4,"Scikit-Learn,JavaScript,MongoDB",Cloud Engineer
Cloud Engineer,Beginner,4,"SQL,Kotlin,Node.js",Cloud Engineer
Cloud Engineer,Beginner,4,"Angular,GCP,NoSQL",Cloud Engineer
Cloud Engineer,Beginner,4,"Figma,Git,Azure",Cloud Engineer
Cloud Engineer,Beginner,4,"GCP,Figma,Vue",Cloud Engineer
Cloud Engineer,Beginner,4,"Sketch,Scikit-Learn,AWS",Cloud Engineer
Cloud Engineer,Beginner,5,"Kubernetes,Git,PostgreSQL",Cloud Engineer
Cloud Engineer,Beginner,5,"GCP,JavaScript,Python",Cloud Engineer
Cloud Engineer,Beginner,5,"React,Pandas,Security",Cloud Engineer
Cloud Engineer,Beginner,5,"Python,Docker,Kotlin",Cloud Engineer
Cloud Engineer,Beginner,5,"Scikit-Learn,GCP,HTML",Cloud Engineer
Cloud Engineer,Beginner,5,"Figma,APIs,Kotlin",Cloud Engineer
Cloud Engineer,Beginner,5,"Python,Angular,Git",Cloud Engineer
Cloud Engineer,Beginner,5,"PyTorch,CI/CD,Angular",Cloud Engineer
Cloud Engineer,Beginner,5,"CSS,Swift,React",Cloud Engineer
Cloud Engineer,Beginner,5,"Express,PostgreSQL,Azure",Cloud Engineer
Cloud Engineer,Intermediate,1,"Security,CI/CD,AWS",Cloud Engineer
Cloud Engineer,Intermediate,1,"Python,Vue,Kubernetes",Cloud Engineer
Cloud Engineer,Intermediate,1,"Security,PyTorch,Azure",Cloud Engineer
Cloud Engineer,Intermediate,1,"Sketch,NoSQL,CI/CD",Cloud Engineer
Cloud Engineer,Intermediate,1,"CSS,MongoDB,Pandas",Cloud Engineer
Cloud Engineer,Intermediate,1,"Kotlin,Kubernetes,JavaScript",Cloud Engineer
Cloud Engineer,Intermediate,1,"Vue,Sketch,Git",Cloud Engineer
Cloud Engineer,Intermediate,1,"Vue,Angular,Git",Cloud Engineer
Cloud Engineer,Intermediate,1,"PostgreSQL,Security,Vue",Cloud Engineer
Cloud Engineer,Intermediate,1,"Azure,Kotlin,TensorFlow",Cloud Engineer
Cloud Engineer,Intermediate,2,"React,Node.js,AWS",Cloud Engineer
Cloud Engineer,Intermediate,2,"Kotlin,Security,Vue",Cloud Engineer
Cloud Engineer,Intermediate,2,"GCP,NumPy,Angular",Cloud Engineer
Cloud Engineer,Intermediate,2,"Swift,Kubernetes,Sketch",Cloud Engineer
Cloud Engineer,Intermediate,2,"NumPy,Angular,Node.js",Cloud Engineer
Cloud Engineer,Intermediate,2,"MongoDB,CSS,Node.js",Cloud Engineer
Cloud Engineer,Intermediate,2,"NumPy,Security,CI/CD",Cloud Engineer
Cloud Engineer,Intermediate,2,"Swift,Figma,HTML",Cloud Engineer
Cloud Engineer,Intermediate,2,"SQL,Figma,Kotlin",Cloud Engineer
Cloud Engineer,Intermediate,2,"Node.js,Python,Pandas",Cloud Engineer
Cloud Engineer,Intermediate,3,"NoSQL,Sketch,PyTorch",Cloud Engineer
Cloud Engineer,Intermediate,3,"Sketch,NumPy,Kubernetes",Cloud Engineer
Cloud Engineer,Intermediate,3,"Microservices,APIs,NumPy",Cloud Engineer
Cloud Engineer,Intermediate,3,"Kubernetes,React,APIs",Cloud Engineer
Cloud Engineer,Intermediate,3,"SQL,Security,Sketch",Cloud Engineer
Cloud Engineer,Intermediate,3,"CSS,Security,GCP",Cloud Engineer
Cloud Engineer,Intermediate,3,"CSS,HTML,APIs",Cloud Engineer
Cloud Engineer,Intermediate,3,"PyTorch,HTML,Express",Cloud Engineer
Cloud Engineer,Intermediate,3,"Vue,APIs,Express",Cloud Engineer
Cloud Engineer,Intermediate,3,"Express,HTML,Angular",Cloud Engineer
Cloud Engineer,Intermediate,4,"Vue,TensorFlow,Angular",Cloud Engineer
Cloud Engineer,Intermediate,4,"JavaScript,Swift,NumPy",Cloud Engineer
Cloud Engineer,Intermediate,4,"Express,Microservices,Swift",Cloud Engineer
Cloud Engineer,Intermediate,4,"Vue,SQL,Microservices",Cloud Engineer
Cloud Engineer,Intermediate,4,"Python,NumPy,PyTorch",Cloud Engineer
Cloud Engineer,Intermediate,4,"GCP,Linux,Swift",Cloud Engineer
Cloud Engineer,Intermediate,4,"Scikit-Learn,React,Figma",Cloud Engineer
Cloud Engineer,Intermediate,4,"JavaScript,Kubernetes,Scikit-Learn",Cloud Engineer
Cloud Engineer,Intermediate,4,"GCP,CI/CD,Linux",Cloud Engineer
Cloud Engineer,Intermediate,4,"APIs,Scikit-Learn,SQL",Cloud Engineer
Cloud Engineer,Intermediate,5,"SQL,NoSQL,Linux",Cloud Engineer
Cloud Engineer,Intermediate,5,"Python,HTML,PyTorch",Cloud Engineer
Cloud Engineer,Intermediate,5,"SQL,TensorFlow,Azure",Cloud Engineer
Cloud Engineer,Intermediate,5,"Node.js,React,Microservices",Cloud Engineer
Cloud Engineer,Intermediate,5,"Kubernetes,Git,Linux",Cloud Engineer
Cloud Engineer,Intermediate,5,"CI/CD,Node.js,JavaScript",Cloud Engineer
Cloud Engineer,Intermediate,5,"Docker,NoSQL,Azure",Cloud Engineer
Cloud Engineer,Intermediate,5,"Linux,Kubernetes,Vue",Cloud Engineer
Cloud Engineer,Intermediate,5,"JavaScript,GCP,Security",Cloud Engineer
Cloud Engineer,Intermediate,5,"HTML,Vue,AWS",Cloud Engineer
Cloud Engineer,Advanced,1,"Angular,JavaScript,Microservices",Cloud Engineer
Cloud Engineer,Advanced,1,"Docker,NumPy,Git",Cloud Engineer
Cloud Engineer,Advanced,1,"MongoDB,Security,Vue",Cloud Engineer
Cloud Engineer,Advanced,1,"Node.js,React,NumPy",Cloud Engineer
Cloud Engineer,Advanced,1,"PyTorch,Git,Kubernetes",Cloud Engineer
Cloud Engineer,Advanced,1,"Linux,Swift,APIs",Cloud Engineer
Cloud Engineer,Advanced,1,"TensorFlow,APIs,CSS",Cloud Engineer
Cloud Engineer,Advanced,1,"Python,Swift,Kotlin",Cloud Engineer
Cloud Engineer,Advanced,1,"Security,NoSQL,Angular",Cloud Engineer
Cloud Engineer,Advanced,1,"AWS,Scikit-Learn,Node.js",Cloud Engineer
Cloud Engineer,Advanced,2,"MongoDB,Vue,Swift",Cloud Engineer
Cloud Engineer,Advanced,2,"HTML,MongoDB,Security",Cloud Engineer
Cloud Engineer,Advanced,2,"CSS,NoSQL,Git",Cloud Engineer
Cloud Engineer,Advanced,2,"Git,CSS,Swift",Cloud Engineer
Cloud Engineer,Advanced,2,"Node.js,MongoDB,HTML",Cloud Engineer
Cloud Engineer,Advanced,2,"Microservices,Linux,Swift",Cloud Engineer
Cloud Engineer,Advanced,2,"Kotlin,Git,CI/CD",Cloud Engineer
Cloud Engineer,Advanced,2,"Vue,MongoDB,AWS",Cloud Engineer
Cloud Engineer,Advanced,2,"SQL,Node.js,Vue",Cloud Engineer
Cloud Engineer,Advanced,2,"Python,PostgreSQL,SQL",Cloud Engineer
Cloud Engineer,Advanced,3,"Git,PostgreSQL,SQL",Cloud Engineer
Cloud Engineer,Advanced,3,"Angular,PostgreSQL,CI/CD",Cloud Engineer
Cloud Engineer,Advanced,3,"PyTorch,NumPy,AWS",Cloud Engineer
Cloud Engineer,Advanced,3,"PyTorch,APIs,React",Cloud Engineer
Cloud Engineer,Advanced,3,"Linux,JavaScript,NoSQL",Cloud Engineer
Cloud Engineer,Advanced,3,"JavaScript,Linux,PostgreSQL",Cloud Engineer
Cloud Engineer,Advanced,3,"NoSQL,TensorFlow,Security",Cloud Engineer
Cloud Engineer,Advanced,3,"Node.js,PyTorch,SQL",Cloud Engineer
Cloud Engineer,Advanced,3,"PyTorch,NumPy,React",Cloud Engineer
Cloud Engineer,Advanced,3,"TensorFlow,PyTorch,Angular",Cloud Engineer
Cloud Engineer,Advanced,4,"Angular,Security,CI/CD",Cloud Engineer
Cloud Engineer,Advanced,4,"Microservices,AWS,HTML",Cloud Engineer
Cloud Engineer,Advanced,4,"Sketch,Figma,NoSQL",Cloud Engineer
Cloud Engineer,Advanced,4,"APIs,SQL,TensorFlow",Cloud Engineer
Cloud Engineer,Advanced,4,"Pandas,AWS,Figma",Cloud Engineer
Cloud Engineer,Advanced,4,"Node.js,TensorFlow,NoSQL",Cloud Engineer
Cloud Engineer,Advanced,4,"Kubernetes,Scikit-Learn,Kotlin",Cloud Engineer
Cloud Engineer,Advanced,4,"Express,Git,Node.js",Cloud Engineer
Cloud Engineer,Advanced,4,"Python,Figma,Azure",Cloud Engineer
Cloud Engineer,Advanced,4,"NoSQL,CI/CD,Git",Cloud Engineer
Cloud Engineer,Advanced,5,"Node.js,SQL,AWS",Cloud Engineer
Cloud Engineer,Advanced,5,"APIs,PyTorch,Git",Cloud Engineer
Cloud Engineer,Advanced,5,"GCP,JavaScript,CSS",Cloud Engineer
Cloud Engineer,Advanced,5,"Python,React,MongoDB",Cloud Engineer
Cloud Engineer,Advanced,5,"PyTorch,AWS,NumPy",Cloud Engineer
Cloud Engineer,Advanced,5,"APIs,HTML,PyTorch",Cloud Engineer
Cloud Engineer,Advanced,5,"PyTorch,Git,Express",Cloud Engineer
Cloud Engineer,Advanced,5,"Vue,PostgreSQL,Kubernetes",Cloud Engineer
Cloud Engineer,Advanced,5,"PostgreSQL,Linux,React",Cloud Engineer
Cloud Engineer,Advanced,5,"Docker,NumPy,JavaScript",Cloud Engineer
UI/UX Designer,Beginner,1,"AWS,GCP,CI/CD",UI/UX Designer
UI/UX Designer,Beginner,1,"Security,HTML,Kubernetes",UI/UX Designer
UI/UX Designer,Beginner,1,"Figma,MongoDB,Microservices",UI/UX Designer
UI/UX Designer,Beginner,1,"NumPy,SQL,APIs",UI/UX Designer
UI/UX Designer,Beginner,1,"SQL,Azure,Python",UI/UX Designer
UI/UX Designer,Beginner,1,"Sketch,Kotlin,CSS",UI/UX Designer
UI/UX Designer,Beginner,1,"Scikit-Learn,PyTorch,Kotlin",UI/UX Designer
UI/UX Designer,Beginner,1,"Sketch,SQL,GCP",UI/UX Designer
UI/UX Designer,Beginner,1,"Kubernetes,Angular,TensorFlow",UI/UX Designer
UI/UX Designer,Beginner,1,"SQL,CSS,Docker",UI/UX Designer
UI/UX Designer,Beginner,2,"Docker,Git,NumPy",UI/UX Designer
UI/UX Designer,Beginner,2,"Angular,Microservices,Kubernetes",UI/UX Designer
UI/UX Designer,Beginner,2,"Swift,CSS,Python",UI/UX Designer
UI/UX Designer,Beginner,2,"Express,Swift,Kubernetes",UI/UX Designer
UI/UX Designer,Beginner,2,"MongoDB,Kotlin,GCP",UI/UX Designer
UI/UX Designer,Beginner,2,"AWS,Node.js,Pandas",UI/UX Designer
UI/UX Designer,Beginner,2,"AWS,TensorFlow,Node.js",UI/UX Designer
UI/UX Designer,Beginner,2,"Swift,Git,PyTorch",UI/UX Designer
UI/UX Designer,Beginner,2,"JavaScript,React,Git",UI/UX Designer
UI/UX Designer,Beginner,2,"SQL,Node.js,AWS",UI/UX Designer
UI/UX Designer,Beginner,3,"Azure,Swift,Pandas",UI/UX Designer
UI/UX Designer,Beginner,3,"Microservices,PostgreSQL,NoSQL",UI/UX Designer
UI/UX Designer,Beginner,3,"Azure,SQL,Pandas",UI/UX Designer
UI/UX Designer,Beginner,3,"React,Scikit-Learn,HTML",UI/UX Designer
UI/UX Designer,Beginner,3,"Figma,Vue,CI/CD",UI/UX Designer
UI/UX Designer,Beginner,3,"Azure,Node.js,GCP",UI/UX Designer
UI/UX Designer,Beginner,3,"Sketch,Kotlin,APIs",UI/UX Designer
UI/UX Designer,Beginner,3,"Swift,React,Angular",UI/UX Designer
UI/UX Designer,Beginner,3,"JavaScript,Vue,APIs",UI/UX Designer
UI/UX Designer,Beginner,3,"Microservices,GCP,Azure",UI/UX Designer
UI/UX Designer,Beginner,4,"PostgreSQL,React,Express",UI/UX Designer
UI/UX Designer,Beginner,4,"Security,NoSQL,Scikit-Learn",UI/UX Designer
UI/UX Designer,Beginner,4,"CI/CD,Sketch,Express",UI/UX Designer
UI/UX Designer,Beginner,4,"Express,Python,Linux",UI/UX Designer
UI/UX Designer,Beginner,4,"Kotlin,Docker,SQL",UI/UX Designer
UI/UX Designer,Beginner,4,"AWS,HTML,Figma",UI/UX Designer
UI/UX Designer,Beginner,4,"Swift,MongoDB,JavaScript",UI/UX Designer
UI/UX Designer,Beginner,4,"Azure,Git,Docker",UI/UX Designer
UI/UX Designer,Beginner,4,"Vue,JavaScript,GCP",UI/UX Designer
